,AudioMothCode,AudioMothID,SourceFile,Directory,FileName,FileSize,Encoding,NumChannels,SampleRate,AvgBytesPerSec,BitsPerSample,StartDateTime,Duration,Error,Comment,Artist,FileCreateDate,FileType,FileTypeExtension,MIMEType,Hour
48572,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190708_024000.WAV,GRABADOR-SDZG-AM-27,20190708_024000.WAV,46080360,1,1,384000,768000,16,08.07.2019 02:40,60.00046875,,Recorded at 02:40:00 08/07/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 3.8V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:51:14-08:00,WAV,WAV,audio/x-wav,2
46417,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190623_033000.WAV,GRABADOR-SDZG-AM-27,20190623_033000.WAV,46080360,1,1,384000,768000,16,23.06.2019 03:30,60.00046875,,Recorded at 03:30:00 23/06/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F075C79F65E,2019:12:18 12:43:42-08:00,WAV,WAV,audio/x-wav,3
45702,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190618_042000.WAV,GRABADOR-SDZG-AM-27,20190618_042000.WAV,46080360,1,1,384000,768000,16,18.06.2019 04:20,60.00046875,,Recorded at 04:20:00 18/06/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.5V.,AudioMoth 243B1F075C79F65E,2019:12:18 12:21:24-08:00,WAV,WAV,audio/x-wav,4
45996,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190620_052000.WAV,GRABADOR-SDZG-AM-27,20190620_052000.WAV,46080360,1,1,384000,768000,16,20.06.2019 05:20,60.00046875,,Recorded at 05:20:00 20/06/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F075C79F65E,2019:12:18 12:30:33-08:00,WAV,WAV,audio/x-wav,5
48451,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190707_063000.WAV,GRABADOR-SDZG-AM-27,20190707_063000.WAV,46080360,1,1,384000,768000,16,07.07.2019 06:30,60.00046875,,Recorded at 06:30:00 07/07/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 3.8V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:47:26-08:00,WAV,WAV,audio/x-wav,6
49146,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190712_070000.WAV,GRABADOR-SDZG-AM-27,20190712_070000.WAV,46080360,1,1,384000,768000,16,12.07.2019 07:00,60.00046875,,Recorded at 07:00:00 12/07/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 3.6V.,AudioMoth 243B1F075C79F65E,2019:12:18 14:09:17-08:00,WAV,WAV,audio/x-wav,7
46158,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190621_082000.WAV,GRABADOR-SDZG-AM-27,20190621_082000.WAV,46080360,1,1,384000,768000,16,21.06.2019 08:20,60.00046875,,Recorded at 08:20:00 21/06/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F075C79F65E,2019:12:18 12:35:38-08:00,WAV,WAV,audio/x-wav,8
47318,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190629_094000.WAV,GRABADOR-SDZG-AM-27,20190629_094000.WAV,46080360,1,1,384000,768000,16,29.06.2019 09:40,60.00046875,,Recorded at 09:40:00 29/06/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:11:52-08:00,WAV,WAV,audio/x-wav,9
48041,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190704_101000.WAV,GRABADOR-SDZG-AM-27,20190704_101000.WAV,46080360,1,1,384000,768000,16,04.07.2019 10:10,60.00046875,,Recorded at 10:10:00 04/07/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 3.9V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:34:33-08:00,WAV,WAV,audio/x-wav,10
46466,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190623_114000.WAV,GRABADOR-SDZG-AM-27,20190623_114000.WAV,46080360,1,1,384000,768000,16,23.06.2019 11:40,60.00046875,,Recorded at 11:40:00 23/06/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.2V.,AudioMoth 243B1F075C79F65E,2019:12:18 12:45:15-08:00,WAV,WAV,audio/x-wav,11
48628,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190708_120000.WAV,GRABADOR-SDZG-AM-27,20190708_120000.WAV,46080360,1,1,384000,768000,16,08.07.2019 12:00,60.00046875,,Recorded at 12:00:00 08/07/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 3.7V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:52:59-08:00,WAV,WAV,audio/x-wav,12
48350,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190706_134000.WAV,GRABADOR-SDZG-AM-27,20190706_134000.WAV,46080360,1,1,384000,768000,16,06.07.2019 13:40,60.00046875,,Recorded at 13:40:00 06/07/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 3.8V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:44:16-08:00,WAV,WAV,audio/x-wav,13
47061,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190627_145000.WAV,GRABADOR-SDZG-AM-27,20190627_145000.WAV,46080360,1,1,384000,768000,16,27.06.2019 14:50,60.00046875,,Recorded at 14:50:00 27/06/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:03:51-08:00,WAV,WAV,audio/x-wav,14
48934,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190710_150000.WAV,GRABADOR-SDZG-AM-27,20190710_150000.WAV,46080360,1,1,384000,768000,16,10.07.2019 15:00,60.00046875,,Recorded at 15:00:00 10/07/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 3.6V.,AudioMoth 243B1F075C79F65E,2019:12:18 14:02:35-08:00,WAV,WAV,audio/x-wav,15
46348,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190622_160000.WAV,GRABADOR-SDZG-AM-27,20190622_160000.WAV,46080360,1,1,384000,768000,16,22.06.2019 16:00,60.00046875,,Recorded at 16:00:00 22/06/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F075C79F65E,2019:12:18 12:41:33-08:00,WAV,WAV,audio/x-wav,16
48804,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190709_172000.WAV,GRABADOR-SDZG-AM-27,20190709_172000.WAV,46080360,1,1,384000,768000,16,09.07.2019 17:20,60.00046875,,Recorded at 17:20:00 09/07/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 3.7V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:58:30-08:00,WAV,WAV,audio/x-wav,17
47373,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190629_185000.WAV,GRABADOR-SDZG-AM-27,20190629_185000.WAV,46080360,1,1,384000,768000,16,29.06.2019 18:50,60.00046875,,Recorded at 18:50:00 29/06/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:13:36-08:00,WAV,WAV,audio/x-wav,18
47809,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190702_193000.WAV,GRABADOR-SDZG-AM-27,20190702_193000.WAV,46080360,1,1,384000,768000,16,02.07.2019 19:30,60.00046875,,Recorded at 19:30:00 02/07/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:27:15-08:00,WAV,WAV,audio/x-wav,19
47526,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190630_202000.WAV,GRABADOR-SDZG-AM-27,20190630_202000.WAV,46080360,1,1,384000,768000,16,30.06.2019 20:20,60.00046875,,Recorded at 20:20:00 30/06/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:18:22-08:00,WAV,WAV,audio/x-wav,20
48828,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190709_212000.WAV,GRABADOR-SDZG-AM-27,20190709_212000.WAV,46080360,1,1,384000,768000,16,09.07.2019 21:20,60.00046875,,Recorded at 21:20:00 09/07/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 3.7V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:59:14-08:00,WAV,WAV,audio/x-wav,21
47828,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190702_224000.WAV,GRABADOR-SDZG-AM-27,20190702_224000.WAV,46080360,1,1,384000,768000,16,02.07.2019 22:40,60.00046875,,Recorded at 22:40:00 02/07/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:27:51-08:00,WAV,WAV,audio/x-wav,22
46683,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190624_235000.WAV,GRABADOR-SDZG-AM-27,20190624_235000.WAV,46080360,1,1,384000,768000,16,24.06.2019 23:50,60.00046875,,Recorded at 23:50:00 24/06/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.2V.,AudioMoth 243B1F075C79F65E,2019:12:18 12:52:01-08:00,WAV,WAV,audio/x-wav,23
51060,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190701_001000.WAV,GRABADOR-SDZG-AM-29,20190701_001000.WAV,46080360,1,1,384000,768000,16,01.07.2019 00:10,60.00046875,,Recorded at 00:10:00 01/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.1V.,AudioMoth 247AA5015BA446E5,2019:12:08 13:25:42-08:00,WAV,WAV,audio/x-wav,0
52362,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190710_011000.WAV,GRABADOR-SDZG-AM-29,20190710_011000.WAV,46080360,1,1,384000,768000,16,10.07.2019 01:10,60.00046875,,Recorded at 01:10:00 10/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 3.8V.,AudioMoth 247AA5015BA446E5,2019:12:08 15:18:15-08:00,WAV,WAV,audio/x-wav,1
52227,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190709_024000.WAV,GRABADOR-SDZG-AM-29,20190709_024000.WAV,46080360,1,1,384000,768000,16,09.07.2019 02:40,60.00046875,,Recorded at 02:40:00 09/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 3.8V.,AudioMoth 247AA5015BA446E5,2019:12:08 15:06:32-08:00,WAV,WAV,audio/x-wav,2
49349,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190619_030000.WAV,GRABADOR-SDZG-AM-29,20190619_030000.WAV,46080360,1,1,384000,768000,16,19.06.2019 03:00,60.00046875,,Recorded at 03:00:00 19/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.7V.,AudioMoth 247AA5015BA446E5,2019:12:08 10:58:06-08:00,WAV,WAV,audio/x-wav,3
50800,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190629_045000.WAV,GRABADOR-SDZG-AM-29,20190629_045000.WAV,46080360,1,1,384000,768000,16,29.06.2019 04:50,60.00046875,,Recorded at 04:50:00 29/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.1V.,AudioMoth 247AA5015BA446E5,2019:12:08 13:03:18-08:00,WAV,WAV,audio/x-wav,4
49506,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190620_051000.WAV,GRABADOR-SDZG-AM-29,20190620_051000.WAV,46080360,1,1,384000,768000,16,20.06.2019 05:10,60.00046875,,Recorded at 05:10:00 20/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.5V.,AudioMoth 247AA5015BA446E5,2019:12:08 11:11:38-08:00,WAV,WAV,audio/x-wav,5
49660,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190621_065000.WAV,GRABADOR-SDZG-AM-29,20190621_065000.WAV,46080360,1,1,384000,768000,16,21.06.2019 06:50,60.00046875,,Recorded at 06:50:00 21/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.4V.,AudioMoth 247AA5015BA446E5,2019:12:08 11:24:54-08:00,WAV,WAV,audio/x-wav,6
51533,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190704_070000.WAV,GRABADOR-SDZG-AM-29,20190704_070000.WAV,46080360,1,1,384000,768000,16,04.07.2019 07:00,60.00046875,,Recorded at 07:00:00 04/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.0V.,AudioMoth 247AA5015BA446E5,2019:12:08 14:06:32-08:00,WAV,WAV,audio/x-wav,7
52117,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190708_082000.WAV,GRABADOR-SDZG-AM-29,20190708_082000.WAV,46080360,1,1,384000,768000,16,08.07.2019 08:20,60.00046875,,Recorded at 08:20:00 08/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 3.8V.,AudioMoth 247AA5015BA446E5,2019:12:08 14:57:02-08:00,WAV,WAV,audio/x-wav,8
52125,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190708_094000.WAV,GRABADOR-SDZG-AM-29,20190708_094000.WAV,46080360,1,1,384000,768000,16,08.07.2019 09:40,60.00046875,,Recorded at 09:40:00 08/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 3.8V.,AudioMoth 247AA5015BA446E5,2019:12:08 14:57:44-08:00,WAV,WAV,audio/x-wav,9
52130,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190708_103000.WAV,GRABADOR-SDZG-AM-29,20190708_103000.WAV,46080360,1,1,384000,768000,16,08.07.2019 10:30,60.00046875,,Recorded at 10:30:00 08/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 3.8V.,AudioMoth 247AA5015BA446E5,2019:12:08 14:58:10-08:00,WAV,WAV,audio/x-wav,10
51992,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190707_113000.WAV,GRABADOR-SDZG-AM-29,20190707_113000.WAV,46080360,1,1,384000,768000,16,07.07.2019 11:30,60.00046875,,Recorded at 11:30:00 07/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 3.9V.,AudioMoth 247AA5015BA446E5,2019:12:08 14:46:14-08:00,WAV,WAV,audio/x-wav,11
50846,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190629_123000.WAV,GRABADOR-SDZG-AM-29,20190629_123000.WAV,46080360,1,1,384000,768000,16,29.06.2019 12:30,60.00046875,,Recorded at 12:30:00 29/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.1V.,AudioMoth 247AA5015BA446E5,2019:12:08 13:07:16-08:00,WAV,WAV,audio/x-wav,12
49556,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190620_133000.WAV,GRABADOR-SDZG-AM-29,20190620_133000.WAV,46080360,1,1,384000,768000,16,20.06.2019 13:30,60.00046875,,Recorded at 13:30:00 20/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.4V.,AudioMoth 247AA5015BA446E5,2019:12:08 11:15:56-08:00,WAV,WAV,audio/x-wav,13
50567,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190627_140000.WAV,GRABADOR-SDZG-AM-29,20190627_140000.WAV,46080360,1,1,384000,768000,16,27.06.2019 14:00,60.00046875,,Recorded at 14:00:00 27/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.2V.,AudioMoth 247AA5015BA446E5,2019:12:08 12:43:10-08:00,WAV,WAV,audio/x-wav,14
52014,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190707_151000.WAV,GRABADOR-SDZG-AM-29,20190707_151000.WAV,46080360,1,1,384000,768000,16,07.07.2019 15:10,60.00046875,,Recorded at 15:10:00 07/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 3.9V.,AudioMoth 247AA5015BA446E5,2019:12:08 14:48:08-08:00,WAV,WAV,audio/x-wav,15
50147,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190624_160000.WAV,GRABADOR-SDZG-AM-29,20190624_160000.WAV,46080360,1,1,384000,768000,16,24.06.2019 16:00,60.00046875,,Recorded at 16:00:00 24/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.3V.,AudioMoth 247AA5015BA446E5,2019:12:08 12:06:55-08:00,WAV,WAV,audio/x-wav,16
49867,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190622_172000.WAV,GRABADOR-SDZG-AM-29,20190622_172000.WAV,46080360,1,1,384000,768000,16,22.06.2019 17:20,60.00046875,,Recorded at 17:20:00 22/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.4V.,AudioMoth 247AA5015BA446E5,2019:12:08 11:42:46-08:00,WAV,WAV,audio/x-wav,17
50451,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190626_184000.WAV,GRABADOR-SDZG-AM-29,20190626_184000.WAV,46080360,1,1,384000,768000,16,26.06.2019 18:40,60.00046875,,Recorded at 18:40:00 26/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.2V.,AudioMoth 247AA5015BA446E5,2019:12:08 12:33:09-08:00,WAV,WAV,audio/x-wav,18
49305,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190618_194000.WAV,GRABADOR-SDZG-AM-29,20190618_194000.WAV,46080360,1,1,384000,768000,16,18.06.2019 19:40,60.00046875,,Recorded at 19:40:00 18/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.8V.,AudioMoth 247AA5015BA446E5,2019:12:08 10:54:19-08:00,WAV,WAV,audio/x-wav,19
52334,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190709_203000.WAV,GRABADOR-SDZG-AM-29,20190709_203000.WAV,46080360,1,1,384000,768000,16,09.07.2019 20:30,60.00046875,,Recorded at 20:30:00 09/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 3.8V.,AudioMoth 247AA5015BA446E5,2019:12:08 15:15:49-08:00,WAV,WAV,audio/x-wav,20
49314,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190618_211000.WAV,GRABADOR-SDZG-AM-29,20190618_211000.WAV,46080360,1,1,384000,768000,16,18.06.2019 21:10,60.00046875,,Recorded at 21:10:00 18/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.8V.,AudioMoth 247AA5015BA446E5,2019:12:08 10:55:06-08:00,WAV,WAV,audio/x-wav,21
51337,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190702_222000.WAV,GRABADOR-SDZG-AM-29,20190702_222000.WAV,46080360,1,1,384000,768000,16,02.07.2019 22:20,60.00046875,,Recorded at 22:20:00 02/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.1V.,AudioMoth 247AA5015BA446E5,2019:12:08 13:49:37-08:00,WAV,WAV,audio/x-wav,22
50766,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190628_231000.WAV,GRABADOR-SDZG-AM-29,20190628_231000.WAV,46080360,1,1,384000,768000,16,28.06.2019 23:10,60.00046875,,Recorded at 23:10:00 28/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.2V.,AudioMoth 247AA5015BA446E5,2019:12:08 13:00:21-08:00,WAV,WAV,audio/x-wav,23
53307,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190618_002000.WAV,GRABADOR-SDZG-AM-3,20190618_002000.WAV,46080360,1,1,384000,768000,16,18.06.2019 00:20,60.00046875,,Recorded at 00:20:00 18/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.3V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:04:26-08:00,WAV,WAV,audio/x-wav,0
54896,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190629_011000.WAV,GRABADOR-SDZG-AM-3,20190629_011000.WAV,46080360,1,1,384000,768000,16,29.06.2019 01:10,60.00046875,,Recorded at 01:10:00 29/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.0V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:54:21-08:00,WAV,WAV,audio/x-wav,1
53606,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190620_021000.WAV,GRABADOR-SDZG-AM-3,20190620_021000.WAV,46080360,1,1,384000,768000,16,20.06.2019 02:10,60.00046875,,Recorded at 02:10:00 20/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.2V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:13:50-08:00,WAV,WAV,audio/x-wav,2
53760,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190621_035000.WAV,GRABADOR-SDZG-AM-3,20190621_035000.WAV,46080360,1,1,384000,768000,16,21.06.2019 03:50,60.00046875,,Recorded at 03:50:00 21/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.2V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:18:39-08:00,WAV,WAV,audio/x-wav,3
55348,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190702_043000.WAV,GRABADOR-SDZG-AM-3,20190702_043000.WAV,46080360,1,1,384000,768000,16,02.07.2019 04:30,60.00046875,,Recorded at 04:30:00 02/07/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 3.8V.,AudioMoth 24796C035B2BEE00,2019:12:19 21:08:36-08:00,WAV,WAV,audio/x-wav,4
53047,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190616_050000.WAV,GRABADOR-SDZG-AM-3,20190616_050000.WAV,46080360,1,1,384000,768000,16,16.06.2019 05:00,60.00046875,,Recorded at 05:00:00 16/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.4V.,AudioMoth 24796C035B2BEE00,2019:12:19 19:56:16-08:00,WAV,WAV,audio/x-wav,5
55358,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190702_061000.WAV,GRABADOR-SDZG-AM-3,20190702_061000.WAV,46080360,1,1,384000,768000,16,02.07.2019 06:10,60.00046875,,Recorded at 06:10:00 02/07/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 3.8V.,AudioMoth 24796C035B2BEE00,2019:12:19 21:08:55-08:00,WAV,WAV,audio/x-wav,6
52917,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190615_072000.WAV,GRABADOR-SDZG-AM-3,20190615_072000.WAV,46080360,1,1,384000,768000,16,15.06.2019 07:20,60.00046875,,Recorded at 07:20:00 15/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.4V.,AudioMoth 24796C035B2BEE00,2019:12:19 19:52:13-08:00,WAV,WAV,audio/x-wav,7
54794,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190628_081000.WAV,GRABADOR-SDZG-AM-3,20190628_081000.WAV,46080360,1,1,384000,768000,16,28.06.2019 08:10,60.00046875,,Recorded at 08:10:00 28/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.0V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:51:09-08:00,WAV,WAV,audio/x-wav,8
55236,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190701_095000.WAV,GRABADOR-SDZG-AM-3,20190701_095000.WAV,46080360,1,1,384000,768000,16,01.07.2019 09:50,60.00046875,,Recorded at 09:50:00 01/07/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 3.9V.,AudioMoth 24796C035B2BEE00,2019:12:19 21:05:03-08:00,WAV,WAV,audio/x-wav,9
54807,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190628_102000.WAV,GRABADOR-SDZG-AM-3,20190628_102000.WAV,46080360,1,1,384000,768000,16,28.06.2019 10:20,60.00046875,,Recorded at 10:20:00 28/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.0V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:51:34-08:00,WAV,WAV,audio/x-wav,10
55532,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190703_111000.WAV,GRABADOR-SDZG-AM-3,20190703_111000.WAV,46080360,1,1,384000,768000,16,03.07.2019 11:10,60.00046875,,Recorded at 11:10:00 03/07/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 3.7V.,AudioMoth 24796C035B2BEE00,2019:12:19 21:14:25-08:00,WAV,WAV,audio/x-wav,11
53668,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190620_123000.WAV,GRABADOR-SDZG-AM-3,20190620_123000.WAV,46080360,1,1,384000,768000,16,20.06.2019 12:30,60.00046875,,Recorded at 12:30:00 20/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.2V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:15:47-08:00,WAV,WAV,audio/x-wav,12
53529,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190619_132000.WAV,GRABADOR-SDZG-AM-3,20190619_132000.WAV,46080360,1,1,384000,768000,16,19.06.2019 13:20,60.00046875,,Recorded at 13:20:00 19/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.2V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:11:24-08:00,WAV,WAV,audio/x-wav,13
54253,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190624_140000.WAV,GRABADOR-SDZG-AM-3,20190624_140000.WAV,46080360,1,1,384000,768000,16,24.06.2019 14:00,60.00046875,,Recorded at 14:00:00 24/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.1V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:34:09-08:00,WAV,WAV,audio/x-wav,14
